"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tool_1","Input.tool_2","Input.tool_3","Input.tool_4","Input.tool_5","Input.demo_text","Input.tool_name","Answer.tool_1.1","Answer.tool_1.2","Answer.tool_1.3","Answer.tool_1.4","Answer.tool_1.5","Answer.tool_2.1","Answer.tool_2.2","Answer.tool_2.3","Answer.tool_2.4","Answer.tool_2.5","Answer.tool_3.1","Answer.tool_3.2","Answer.tool_3.3","Answer.tool_3.4","Answer.tool_3.5","Answer.tool_4.1","Answer.tool_4.2","Answer.tool_4.3","Answer.tool_4.4","Answer.tool_4.5","Answer.tool_5.1","Answer.tool_5.2","Answer.tool_5.3","Answer.tool_5.4","Answer.tool_5.5","Approve","Reject"
"3EKTG13I0DJEJZVAMEO4G5HXMNYMLE","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","33SA9F9TRHAZ5PDQZXDP0SOJQPGWE9","A3HYKKPRFXIOMS","Approved","Sun Nov 30 06:52:46 PST 2025","Sun Nov 30 06:54:01 PST 2025","Wed Dec 03 06:54:01 PST 2025","Wed Dec 03 06:55:00 PST 2025","","","75","100% (48/48)","100% (48/48)","100% (48/48)","use to unlock door","to unhook and scrape the ground around flowers","Use as self locking anchor in stonework","ornaments","clip","to hold your hair back (Score: 2.2)<br>	Hold papers together. (Score: 1.0)<br>	open Xbox 360 tray when jammed (Score: 3.0)<br>	memo hanger (Score: 1.8)<br>	opening locks (Score: 2.3)<br>	pipe poker (Score: 2.2)<br>	pull hair back like a barrette  (Score: 2.5)<br>	color counters for children (Score: 2.7)<br>	itch yourself (Score: 3.0)<br>	use as a clothes pin if you lose a button (Score: 2.2)<br>	use as a clothes pin if you lose a button (Score: 2.2)<br>	clip rice bags to stay shut (Score: 2.3)<br>	ornament hanger (Score: 2.2)<br>	use as a zipper holder (Score: 2.8)<br>	Jewelry Clasp (Score: 2.5)<br>	heat up to burn a small area (Score: 3.2)<br>	affix a note to a bulletin board (Score: 1.5)<br>	to open a lock (Score: 2.0)<br>	Unfold it and make it into a ring (Score: 2.0)<br>	Hold a card to a curtain for display (Score: 2.2)<br>","paperclip","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"3EKTG13I0DJEJZVAMEO4G5HXMNYMLE","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","3E13VNJ1N7BIKTZ9YSEVSHWHM5F1IP","ASBYNQFL8H55W","Approved","Sun Nov 30 11:05:57 PST 2025","Sun Nov 30 11:06:28 PST 2025","Wed Dec 03 11:06:28 PST 2025","Wed Dec 03 11:07:00 PST 2025","","","31","100% (47/47)","100% (47/47)","100% (47/47)","use to unlock door","to unhook and scrape the ground around flowers","Use as self locking anchor in stonework","ornaments","clip","to hold your hair back (Score: 2.2)<br>	Hold papers together. (Score: 1.0)<br>	open Xbox 360 tray when jammed (Score: 3.0)<br>	memo hanger (Score: 1.8)<br>	opening locks (Score: 2.3)<br>	pipe poker (Score: 2.2)<br>	pull hair back like a barrette  (Score: 2.5)<br>	color counters for children (Score: 2.7)<br>	itch yourself (Score: 3.0)<br>	use as a clothes pin if you lose a button (Score: 2.2)<br>	use as a clothes pin if you lose a button (Score: 2.2)<br>	clip rice bags to stay shut (Score: 2.3)<br>	ornament hanger (Score: 2.2)<br>	use as a zipper holder (Score: 2.8)<br>	Jewelry Clasp (Score: 2.5)<br>	heat up to burn a small area (Score: 3.2)<br>	affix a note to a bulletin board (Score: 1.5)<br>	to open a lock (Score: 2.0)<br>	Unfold it and make it into a ring (Score: 2.0)<br>	Hold a card to a curtain for display (Score: 2.2)<br>","paperclip","false","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","true","false","false","false","false"
"3D5G8J4N6TKLSZXO9FRMPSAR7TWTV5","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","336KAV9KYA8BZEWALE0CJO0A4UR2YD","A3HYKKPRFXIOMS","Approved","Sun Nov 30 06:47:49 PST 2025","Sun Nov 30 06:48:28 PST 2025","Wed Dec 03 06:48:28 PST 2025","Wed Dec 03 06:49:00 PST 2025","","","39","100% (48/48)","100% (48/48)","100% (48/48)","Shelter","object head","football","football","as a spaceship","present (Score: 1.0)<br>	capture a raccoon (Score: 1.3)<br>	repurpose the to make posters (Score: 2.1)<br>	You could use it to create a replica from a scene in a movie  play tv show  etc. (Score: 2.3)<br>	use as a stair (Score: 2.0)<br>	you could use it to hide inside inside of and scare someone when the walk by (Score: 2.2)<br>	to pee in (Score: 1.7000000000000002)<br>	Some people could find it interesting to make a hat out of it because the flaps could look like a ball cap and then you could decorate it as much as you wanted to (Score: 1.9)<br>	to bury a dead animal in (Score: 1.2)<br>	to build a fort with (Score: 1.7000000000000002)<br>	carry things (Score: 1.0)<br>	capture a small animal (Score: 1.8)<br>	candy (Score: 1.3)<br>	Sit on it (Score: 1.0)<br>	housing (Score: 1.2)<br>	place to hold a bunch of junk (Score: 1.0)<br>	make things higher (place it under something) (Score: 2.0)<br>	weight lifting (Score: 2.7)<br>	laundry basket (Score: 1.7000000000000002)<br>	Bookshelf (Score: 1.6)<br>","box","false","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","false","true","false","false"
"3D5G8J4N6TKLSZXO9FRMPSAR7TWTV5","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","3NS0A6KXCOO1JYEMGFNKZZ3DK7ZZGJ","ASBYNQFL8H55W","Approved","Sun Nov 30 11:08:30 PST 2025","Sun Nov 30 11:08:52 PST 2025","Wed Dec 03 11:08:52 PST 2025","Wed Dec 03 11:09:00 PST 2025","","","22","100% (47/47)","100% (47/47)","100% (47/47)","Shelter","object head","football","football","as a spaceship","present (Score: 1.0)<br>	capture a raccoon (Score: 1.3)<br>	repurpose the to make posters (Score: 2.1)<br>	You could use it to create a replica from a scene in a movie  play tv show  etc. (Score: 2.3)<br>	use as a stair (Score: 2.0)<br>	you could use it to hide inside inside of and scare someone when the walk by (Score: 2.2)<br>	to pee in (Score: 1.7000000000000002)<br>	Some people could find it interesting to make a hat out of it because the flaps could look like a ball cap and then you could decorate it as much as you wanted to (Score: 1.9)<br>	to bury a dead animal in (Score: 1.2)<br>	to build a fort with (Score: 1.7000000000000002)<br>	carry things (Score: 1.0)<br>	capture a small animal (Score: 1.8)<br>	candy (Score: 1.3)<br>	Sit on it (Score: 1.0)<br>	housing (Score: 1.2)<br>	place to hold a bunch of junk (Score: 1.0)<br>	make things higher (place it under something) (Score: 2.0)<br>	weight lifting (Score: 2.7)<br>	laundry basket (Score: 1.7000000000000002)<br>	Bookshelf (Score: 1.6)<br>","box","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","false","false","true"
"32LAQ1JNUS5LFK8O4PHHT688TMNTUG","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","3LOZAJ85YXTMZ960GIEA0AT12OX2X7","A3HYKKPRFXIOMS","Approved","Sun Nov 30 06:46:07 PST 2025","Sun Nov 30 06:46:36 PST 2025","Wed Dec 03 06:46:36 PST 2025","Wed Dec 03 06:47:00 PST 2025","","","29","100% (48/48)","100% (48/48)","100% (48/48)","water bottle","drink on it","paint stamp","use as flower pot","use multiple bottles to make a raft","cute it in half and use it as a funnel. (Score: 3.0)<br>	to use it as a boat because it floats (Score: 3.3)<br>	to make musical sounds (Score: 3.7)<br>	utensil holder (Score: 3.0)<br>	you can hide small snacks with a bottle (Score: 2.7)<br>	a German Shepherd bottle (Score: 3.3)<br>	pour the water on yourself (Score: 1.6)<br>	make it into a sculpture (Score: 3.3)<br>	waterpark (Score: 3.3)<br>	to throw it at someone (Score: 2.1)<br>	contain liquid (Score: 1.0)<br>	a rocketship (Score: 3.2)<br>	bonk it on your head for relaxation (Score: 2.1)<br>	a rocket launcher (Score: 3.0)<br>	we could put small legos in it so we don't have to have those big containers (Score: 3.0)<br>	put flowers (Score: 2.5)<br>	storage (Score: 2.0)<br>	to measure things for cooking (Score: 2.8)<br>	to use a s a weapon iof need be (Score: 3.3)<br>	you could create a bottle with something else like a pencil holder. (Score: 3.0)<br>","bottle","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false"
"32LAQ1JNUS5LFK8O4PHHT688TMNTUG","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","3UN61F00HG5U1A3BP2AG9ZAPLH35RF","ASBYNQFL8H55W","Approved","Sun Nov 30 11:06:28 PST 2025","Sun Nov 30 11:06:49 PST 2025","Wed Dec 03 11:06:49 PST 2025","Wed Dec 03 11:07:00 PST 2025","","","21","100% (47/47)","100% (47/47)","100% (47/47)","water bottle","drink on it","paint stamp","use as flower pot","use multiple bottles to make a raft","cute it in half and use it as a funnel. (Score: 3.0)<br>	to use it as a boat because it floats (Score: 3.3)<br>	to make musical sounds (Score: 3.7)<br>	utensil holder (Score: 3.0)<br>	you can hide small snacks with a bottle (Score: 2.7)<br>	a German Shepherd bottle (Score: 3.3)<br>	pour the water on yourself (Score: 1.6)<br>	make it into a sculpture (Score: 3.3)<br>	waterpark (Score: 3.3)<br>	to throw it at someone (Score: 2.1)<br>	contain liquid (Score: 1.0)<br>	a rocketship (Score: 3.2)<br>	bonk it on your head for relaxation (Score: 2.1)<br>	a rocket launcher (Score: 3.0)<br>	we could put small legos in it so we don't have to have those big containers (Score: 3.0)<br>	put flowers (Score: 2.5)<br>	storage (Score: 2.0)<br>	to measure things for cooking (Score: 2.8)<br>	to use a s a weapon iof need be (Score: 3.3)<br>	you could create a bottle with something else like a pencil holder. (Score: 3.0)<br>","bottle","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false"
"32LAQ1JNUS5LFK8O4PHHT688TMNTUG","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","3WQQ9FUS6UAQ8L5OR3VTL4FC5L2B8B","ASQIP0BTUIBHO","Submitted","Mon Dec 08 10:33:18 PST 2025","Mon Dec 08 10:33:54 PST 2025","Thu Dec 11 10:33:54 PST 2025","","","","36","100% (142/142)","100% (17/17)","0% (0/0)","water bottle","drink on it","paint stamp","use as flower pot","use multiple bottles to make a raft","cute it in half and use it as a funnel. (Score: 3.0)<br>	to use it as a boat because it floats (Score: 3.3)<br>	to make musical sounds (Score: 3.7)<br>	utensil holder (Score: 3.0)<br>	you can hide small snacks with a bottle (Score: 2.7)<br>	a German Shepherd bottle (Score: 3.3)<br>	pour the water on yourself (Score: 1.6)<br>	make it into a sculpture (Score: 3.3)<br>	waterpark (Score: 3.3)<br>	to throw it at someone (Score: 2.1)<br>	contain liquid (Score: 1.0)<br>	a rocketship (Score: 3.2)<br>	bonk it on your head for relaxation (Score: 2.1)<br>	a rocket launcher (Score: 3.0)<br>	we could put small legos in it so we don't have to have those big containers (Score: 3.0)<br>	put flowers (Score: 2.5)<br>	storage (Score: 2.0)<br>	to measure things for cooking (Score: 2.8)<br>	to use a s a weapon iof need be (Score: 3.3)<br>	you could create a bottle with something else like a pencil holder. (Score: 3.0)<br>","bottle","true","false","false","false","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false"
"37AQKJ12UG46F7TZ4KR7OAM6A8GTTP","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","32ZKVD547Z347OZIFM0XUN71PZ93BA","ASBYNQFL8H55W","Approved","Sun Nov 30 11:12:01 PST 2025","Sun Nov 30 11:12:26 PST 2025","Wed Dec 03 11:12:26 PST 2025","Wed Dec 03 11:13:00 PST 2025","","","25","100% (47/47)","100% (47/47)","100% (47/47)","a shovel","To make it into a liquid if it is a metal spoon so I could make cool things like a small metal-looking soccer ball.","glue it on a fork","backscratcher","using it for drums","Attach it on your face and become metal man (Score: 3.6)<br>	you can make it a lightning rod and a mini bowl. you can cut off the round part of the spoon where you eat the food in and use that as a bowl and the rod part as a lightning rod  (Score: 4.1)<br>	make it into a tree (Score: 3.6)<br>	Attach it on your face and become metal man (Score: 3.6)<br>	you could make it into a toy (Score: 2.7)<br>	by looking at it and see yourself like a mirror (Score: 2.4)<br>	A mold for a necklace pendant. (Score: 3.9)<br>	colorful spoon (Score: 1.9)<br>	Bend it and make clampers! (Score: 3.3)<br>	you can use the spoon to dig out dirt in your backyard (Score: 2.4)<br>	use it for science (Score: 2.7)<br>	You could make it loose and use it as a slingshot (Score: 2.4)<br>	we use a spoon for a soup or cereal (Score: 1.3)<br>	a wire (Score: 3.6)<br>	make a dress (Score: 4.1)<br>	Use the spoon to clean your dishes (Score: 3.6)<br>	you can use a spoon to make a homemade slingshot. (Score: 3.2)<br>	You can make a launcher with the spoon. (Score: 2.8)<br>	a marshmallow slingshot (Score: 2.7)<br>	make a rainbow spoon (Score: 2.4)<br>","spoon","false","true","false","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false"
"37AQKJ12UG46F7TZ4KR7OAM6A8GTTP","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","3B2X28YI3GV347M0YOYV1QJLZQCB6P","ASQIP0BTUIBHO","Submitted","Mon Dec 08 10:21:26 PST 2025","Mon Dec 08 10:22:06 PST 2025","Thu Dec 11 10:22:06 PST 2025","","","","40","100% (142/142)","100% (17/17)","0% (0/0)","a shovel","To make it into a liquid if it is a metal spoon so I could make cool things like a small metal-looking soccer ball.","glue it on a fork","backscratcher","using it for drums","Attach it on your face and become metal man (Score: 3.6)<br>	you can make it a lightning rod and a mini bowl. you can cut off the round part of the spoon where you eat the food in and use that as a bowl and the rod part as a lightning rod  (Score: 4.1)<br>	make it into a tree (Score: 3.6)<br>	Attach it on your face and become metal man (Score: 3.6)<br>	you could make it into a toy (Score: 2.7)<br>	by looking at it and see yourself like a mirror (Score: 2.4)<br>	A mold for a necklace pendant. (Score: 3.9)<br>	colorful spoon (Score: 1.9)<br>	Bend it and make clampers! (Score: 3.3)<br>	you can use the spoon to dig out dirt in your backyard (Score: 2.4)<br>	use it for science (Score: 2.7)<br>	You could make it loose and use it as a slingshot (Score: 2.4)<br>	we use a spoon for a soup or cereal (Score: 1.3)<br>	a wire (Score: 3.6)<br>	make a dress (Score: 4.1)<br>	Use the spoon to clean your dishes (Score: 3.6)<br>	you can use a spoon to make a homemade slingshot. (Score: 3.2)<br>	You can make a launcher with the spoon. (Score: 2.8)<br>	a marshmallow slingshot (Score: 2.7)<br>	make a rainbow spoon (Score: 2.4)<br>","spoon","false","true","false","false","false","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false"
"37AQKJ12UG46F7TZ4KR7OAM6A8GTTP","3J8EA8AJXAKKVIAW73XIAQQ1ZRYVVY","CreativityPrism - AUT","Is this tool use idea creative?","survey","$0.01","Thu Nov 27 08:58:34 PST 2025","3","BatchId:419929;OriginalHitTemplateId:921587278;","18000","259200","Sun Jan 11 08:58:34 PST 2026","","","3FTYUGLFSE1000K671FW4ATL6GC5D9","A3HYKKPRFXIOMS","Approved","Sun Nov 30 06:48:28 PST 2025","Sun Nov 30 06:49:06 PST 2025","Wed Dec 03 06:49:06 PST 2025","Wed Dec 03 06:50:00 PST 2025","","","38","100% (48/48)","100% (48/48)","100% (48/48)","a shovel","To make it into a liquid if it is a metal spoon so I could make cool things like a small metal-looking soccer ball.","glue it on a fork","backscratcher","using it for drums","Attach it on your face and become metal man (Score: 3.6)<br>	you can make it a lightning rod and a mini bowl. you can cut off the round part of the spoon where you eat the food in and use that as a bowl and the rod part as a lightning rod  (Score: 4.1)<br>	make it into a tree (Score: 3.6)<br>	Attach it on your face and become metal man (Score: 3.6)<br>	you could make it into a toy (Score: 2.7)<br>	by looking at it and see yourself like a mirror (Score: 2.4)<br>	A mold for a necklace pendant. (Score: 3.9)<br>	colorful spoon (Score: 1.9)<br>	Bend it and make clampers! (Score: 3.3)<br>	you can use the spoon to dig out dirt in your backyard (Score: 2.4)<br>	use it for science (Score: 2.7)<br>	You could make it loose and use it as a slingshot (Score: 2.4)<br>	we use a spoon for a soup or cereal (Score: 1.3)<br>	a wire (Score: 3.6)<br>	make a dress (Score: 4.1)<br>	Use the spoon to clean your dishes (Score: 3.6)<br>	you can use a spoon to make a homemade slingshot. (Score: 3.2)<br>	You can make a launcher with the spoon. (Score: 2.8)<br>	a marshmallow slingshot (Score: 2.7)<br>	make a rainbow spoon (Score: 2.4)<br>","spoon","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false","false","false","false","true","false","false"
